SubjID,Run,Order,Onset,Duration,Condition,Flip,Sentence
debug,1,C,,,Patient,0,
debug,1,C,,,Agent,0,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,Agent,0,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,1,
debug,1,C,,,Agent,1,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Patient,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
debug,1,C,,,Agent,0,
debug,1,C,,,NULL ,N/A,
